CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
09/25/2016,19:20:00,4C,1700 N LONGWOOD ST,AGG. ASSAULT,O,OTHER,813,SOUTHWESTERN,Northwest Community Action,"(39.3072200000, -76.6674700000)",1
09/25/2016,19:20:00,4B,1700 N LONGWOOD ST,AGG. ASSAULT,O,KNIFE,813,SOUTHWESTERN,Northwest Community Action,"(39.3072200000, -76.6674700000)",1
09/25/2016,19:20:00,4C,1700 N LONGWOOD ST,AGG. ASSAULT,O,OTHER,813,SOUTHWESTERN,Northwest Community Action,"(39.3072200000, -76.6674700000)",1
09/25/2016,19:30:00,6D,4300 BREHMS LN,LARCENY FROM AUTO,O,,442,NORTHEASTERN,Parkside,"(39.3249500000, -76.5599900000)",1
09/25/2016,19:30:00,6F,6200 WINNER AVE,LARCENY,I,,632,NORTHWESTERN,Cross Country,"(39.3623400000, -76.6894400000)",1
09/25/2016,20:00:00,6D,1100 S HANOVER ST,LARCENY FROM AUTO,O,,942,SOUTHERN,Federal Hill,"(39.2762700000, -76.6154600000)",1
09/25/2016,20:00:00,7A,2600 W LEXINGTON ST,AUTO THEFT,O,,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2896200000, -76.6585700000)",1
09/25/2016,20:00:00,4E,900 PENNSYLVANIA AVE,COMMON ASSAULT,I,HANDS,121,CENTRAL,Heritage Crossing,"(39.2970500000, -76.6266900000)",1
09/25/2016,20:00:00,6D,0 ANDREW PL,LARCENY FROM AUTO,O,,941,SOUTHERN,Otterbein,"(39.2832200000, -76.6152000000)",1
09/25/2016,20:00:00,6D,2200 KIRK AVE,LARCENY FROM AUTO,O,,342,EASTERN,East Baltimore Midway,"(39.3156000000, -76.6047100000)",1
09/25/2016,20:03:00,3CF,4600 HARFORD RD,ROBBERY - COMMERCIAL,I,FIREARM,422,NORTHEASTERN,Lauraville,"(39.3423900000, -76.5698300000)",1
09/25/2016,20:10:00,4E,1700 RUXTON AVE,COMMON ASSAULT,I,HANDS,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3078600000, -76.6550300000)",1
09/25/2016,20:25:00,6C,FAYETTE ST & N HIGHLAND AV,LARCENY,I,,222,SOUTHEASTERN,Baltimore Highlands,"(39.2948800000, -76.5695700000)",1
09/25/2016,20:30:00,6J,600 WILDWOOD PKWY,LARCENY,I,,844,SOUTHWESTERN,Edmondson Village,"(39.2943400000, -76.6838400000)",1
09/25/2016,20:33:00,5A,2000 ORLEANS ST,BURGLARY,I,,321,EASTERN,CARE,"(39.2954100000, -76.5882900000)",1
09/25/2016,20:50:00,5A,2700 MOSHER ST,BURGLARY,I,,721,WESTERN,Mosher,"(39.2993200000, -76.6623800000)",1
09/25/2016,21:00:00,5A,1100 ORLEANS ST,BURGLARY,I,,312,EASTERN,Oldtown,"(39.2949600000, -76.6031500000)",1
09/25/2016,21:12:00,4C,2100 GUILFORD AVE,AGG. ASSAULT,O,OTHER,514,NORTHERN,Barclay,"(39.3137400000, -76.6126300000)",1
09/25/2016,21:30:00,5D,ST & E 32ND ST,BURGLARY,I,,513,NORTHERN,Abell,"(39.3271100000, -76.6110600000)",1
09/25/2016,21:30:00,3AF,RD & LAKE AV,ROBBERY - STREET,O,FIREARM,431,NORTHEASTERN,Mayfield,"(39.3297100000, -76.5817600000)",1
09/25/2016,21:30:00,5B,3600 E PRATT ST,BURGLARY,I,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2902900000, -76.5672900000)",1
09/25/2016,21:48:00,4E,2600 W Cold Spring Ln,COMMON ASSAULT,O,HANDS,614,NORTHWESTERN,Central Park Heights,"(39.3402600000, -76.6652400000)",1
09/25/2016,22:00:00,6E,5000 DENMORE AVE,LARCENY,O,,614,NORTHWESTERN,Central Park Heights,"(39.3469000000, -76.6750700000)",1
09/25/2016,22:00:00,5E,3000 GREENMOUNT AVE,BURGLARY,I,,513,NORTHERN,Abell,"(39.3251300000, -76.6094500000)",1
09/25/2016,22:00:00,6D,1300 N CHESTER ST,LARCENY FROM AUTO,O,,331,EASTERN,Broadway East,"(39.3057300000, -76.5883100000)",1
09/25/2016,22:00:00,6D,3800 PRIMROSE AVE,LARCENY FROM AUTO,O,,632,NORTHWESTERN,Glen,"(39.3528800000, -76.6910100000)",1
09/25/2016,22:12:00,4A,2900 ARUNAH AVE,AGG. ASSAULT,O,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2952300000, -76.6658900000)",1
09/25/2016,22:15:00,6D,HY & WEBSTER ST,LARCENY FROM AUTO,O,,943,SOUTHERN,Riverside,"(39.2739600000, -76.6033200000)",1
09/25/2016,22:30:00,6D,800 E 25TH ST,LARCENY FROM AUTO,O,,342,NORTHEASTERN,East Baltimore Midway,"(39.3181400000, -76.6019100000)",1
09/25/2016,22:30:00,6D,1800 COVINGTON ST,LARCENY FROM AUTO,O,,943,SOUTHERN,Riverside,"(39.2693000000, -76.6064200000)",1
09/25/2016,22:30:00,6D,800 E 25TH ST,LARCENY FROM AUTO,O,,342,NORTHEASTERN,East Baltimore Midway,"(39.3181400000, -76.6019100000)",1
09/25/2016,22:30:00,6D,800 E 25TH ST,LARCENY FROM AUTO,O,,342,NORTHEASTERN,East Baltimore Midway,"(39.3181400000, -76.6019100000)",1
09/25/2016,2212,9S,2900 ARUNAH AV,SHOOTING,Outside,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2952500000, -76.6652700000)",1
09/25/2016,23:00:00,3AF,PRATT ST & S HIGH ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2875300000, -76.6026000000)",1
09/25/2016,23:35:00,4E,200 N CHARLES ST,COMMON ASSAULT,I,HANDS,111,CENTRAL,Downtown,"(39.2917100000, -76.6153100000)",1
09/25/2016,23:45:00,6D,1300 KEY HWY,LARCENY FROM AUTO,O,,943,SOUTHERN,Riverside,"(39.2751300000, -76.6053200000)",1
09/24/2016,10:45:00,4E,700 N DUNCAN ST,COMMON ASSAULT,I,HANDS,321,EASTERN,Middle East,"(39.2990700000, -76.5872400000)",1
09/24/2016,11:00:00,6E,1300 WALKER AVE,LARCENY,O,,414,NORTHEASTERN,Idlewood,"(39.3707800000, -76.5880400000)",1
09/24/2016,11:00:00,5C,900 BROOKS LN,BURGLARY,I,,133,CENTRAL,Reservoir Hill,"(39.3153900000, -76.6377100000)",1
09/24/2016,11:05:00,4B,3800 W GARRISON AVE,AGG. ASSAULT,I,KNIFE,613,NORTHWESTERN,Langston Hughes,"(39.3437500000, -76.6795500000)",1
09/24/2016,11:10:00,4B,300 E COLD SPRING LN,AGG. ASSAULT,I,KNIFE,521,NORTHERN,Kernewood,"(39.3461500000, -76.6117300000)",1
09/24/2016,11:15:00,6C,600 S EXETER ST,LARCENY,I,,211,SOUTHEASTERN,Inner Harbor,"(39.2838800000, -76.6003100000)",1
09/24/2016,11:15:00,6G,100 S EUTAW ST,LARCENY,I,,113,CENTRAL,Downtown West,"(39.2872400000, -76.6208300000)",1
09/24/2016,11:30:00,5A,3000 ORLANDO AVE,BURGLARY,I,,424,NORTHEASTERN,North Harford Road,"(39.3667700000, -76.5469400000)",1
09/24/2016,11:45:00,6J,300 S CENTRAL AVE,LARCENY,I,,211,SOUTHEASTERN,Little Italy,"(39.2869500000, -76.5992700000)",1
09/24/2016,11:45:00,6J,3200 BARCLAY ST,LARCENY,O,,513,NORTHERN,Abell,"(39.3272800000, -76.6111000000)",1
09/24/2016,11:45:00,6J,300 S CENTRAL AVE,LARCENY,I,,211,SOUTHEASTERN,Little Italy,"(39.2869500000, -76.5992700000)",1
09/24/2016,12:00:00,6J,2800 INGLEWOOD AVE,LARCENY,I,,424,NORTHEASTERN,North Harford Road,"(39.3677900000, -76.5526900000)",1
09/24/2016,12:15:00,6C,2200 E MONUMENT ST,LARCENY,I,,321,EASTERN,CARE,"(39.2986500000, -76.5862300000)",1
09/24/2016,12:24:00,6C,3900 ERDMAN AVE,LARCENY,I,,434,NORTHEASTERN,Belair-Edison,"(39.3147400000, -76.5685200000)",1
09/24/2016,12:45:00,4E,1100 E LOMBARD ST,COMMON ASSAULT,O,HANDS,211,SOUTHEASTERN,Jonestown,"(39.2897700000, -76.6009400000)",1
09/24/2016,13:28:00,3CK,1500 HARFORD RD,ROBBERY - COMMERCIAL,I,KNIFE,343,EASTERN,Oliver,"(39.3080200000, -76.6006400000)",1
09/24/2016,13:30:00,4D,1200 W NORTH AVE,AGG. ASSAULT,O,HANDS,733,WESTERN,Penn North,"(39.3103200000, -76.6370700000)",1
09/24/2016,13:30:00,4C,1200 W NORTH AVE,AGG. ASSAULT,O,OTHER,733,WESTERN,Penn North,"(39.3103200000, -76.6370700000)",1
09/24/2016,13:30:00,6D,2200 BOSTON ST,LARCENY FROM AUTO,O,,232,SOUTHEASTERN,Canton,"(39.2834600000, -76.5849200000)",1
09/24/2016,13:54:00,4E,1900 E EAGER ST,COMMON ASSAULT,O,HANDS,322,EASTERN,Middle East,"(39.3020200000, -76.5910600000)",1
09/24/2016,00:00:00,6D,4500 PARKSIDE DR,LARCENY FROM AUTO,O,,442,NORTHEASTERN,Parkside,"(39.3236900000, -76.5603100000)",1
09/24/2016,00:01:00,6E,900 LIGHT ST,LARCENY,I,,942,SOUTHERN,Federal Hill,"(39.2785300000, -76.6126200000)",1
09/24/2016,00:01:00,3AF,0 N SPRING ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2914600000, -76.5979800000)",1
09/24/2016,00:10:00,3AF,0 N HOWARD ST,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Madison Park,"(39.3032200000, -76.6205700000)",1
09/24/2016,00:15:00,4C,500 S PULASKI ST,AGG. ASSAULT,O,OTHER,841,SOUTHWESTERN,Carrollton Ridge,"(39.2807700000, -76.6489500000)",1
09/24/2016,00:15:00,6D,1200 E NORTH AVE,LARCENY FROM AUTO,O,,343,EASTERN,Oliver,"(39.3117600000, -76.6022900000)",1
09/24/2016,00:15:00,4C,500 S PULASKI ST,AGG. ASSAULT,,OTHER,841,SOUTHWESTERN,Carrollton Ridge,"(39.2807700000, -76.6489500000)",1
09/24/2016,00:20:00,4F,0 N CLINTON ST,ASSAULT BY THREAT,O,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2931300000, -76.5709600000)",1
09/24/2016,00:30:00,5A,2400 EVERTON RD,BURGLARY,I,,533,NORTHERN,Mount Washington,"(39.3602700000, -76.6676800000)",1
09/24/2016,00:30:00,4E,800 UNETTA AVE,COMMON ASSAULT,I,HANDS,832,SOUTHWESTERN,Saint Agnes,"(39.2731900000, -76.6750500000)",1
09/24/2016,00:42:00,4E,1200 MERIDENE DR,COMMON ASSAULT,I,HANDS,414,NORTHEASTERN,Idlewood,"(39.3685600000, -76.5907300000)",1
09/24/2016,01:00:00,6D,1800 N CAROLINE ST,LARCENY FROM AUTO,O,,343,EASTERN,Oliver,"(39.3106700000, -76.5984100000)",1
09/24/2016,01:00:00,6D,400 ROUNDVIEW RD,LARCENY FROM AUTO,O,,922,SOUTHERN,Cherry Hill,"(39.2500900000, -76.6201700000)",1
09/24/2016,01:01:00,6D,4200 EASTVIEW RD,LARCENY FROM AUTO,O,,413,NORTHEASTERN,Original Northwood,"(39.3417700000, -76.5957300000)",1
09/24/2016,01:01:00,4C,400 N BOULDIN ST,AGG. ASSAULT,O,OTHER,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2964900000, -76.5713800000)",1
09/24/2016,01:01:00,6G,3200 WESTWOOD AVE,LARCENY,I,,813,SOUTHWESTERN,Rosemont,"(39.3079100000, -76.6715900000)",1
09/24/2016,01:02:00,7A,400 RANDOM RD,AUTO THEFT,O,,833,SOUTHWESTERN,Beechfield,"(39.2802800000, -76.6995500000)",1
09/24/2016,01:50:00,4C,1400 WOODALL ST,AGG. ASSAULT,I,OTHER,943,SOUTHERN,Riverside,"(39.2712900000, -76.5985400000)",1
09/24/2016,02:00:00,4E,500 E NORTH AVE,COMMON ASSAULT,O,HANDS,342,EASTERN,East Baltimore Midway,"(39.3114700000, -76.6092900000)",1
09/24/2016,02:00:00,5D,6300 O''DONNELL ST,BURGLARY,I,,243,SOUTHEASTERN,Graceland Park,"(39.2815800000, -76.5404400000)",1
09/24/2016,02:11:00,5A,6200 HARFORD RD,BURGLARY,I,,424,NORTHEASTERN,Westfield,"(39.3593600000, -76.5553300000)",1
09/24/2016,02:15:00,3AJF,3700 CALLAWAY AVE,ROBBERY - CARJACKING,O,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3305600000, -76.6766700000)",1
09/24/2016,02:30:00,7A,5600 THE ALAMEDA,AUTO THEFT,O,,414,NORTHERN,Woodbourne Heights,"(39.3573500000, -76.5953400000)",1
09/24/2016,02:30:00,7A,5600 THE ALAMEDA,AUTO THEFT,O,,522,NORTHERN,Glen Oaks,"(39.3573200000, -76.5954300000)",1
09/24/2016,02:40:00,7A,4600 LIBERTY HEIGHTS AVE,AUTO THEFT,O,,622,NORTHWESTERN,Howard Park,"(39.3310300000, -76.6945200000)",1
09/24/2016,02:50:00,4C,2500 ASHTON ST,AGG. ASSAULT,I,OTHER,841,SOUTHWESTERN,Millhill,"(39.2804400000, -76.6556500000)",1
09/24/2016,03:28:00,4C,900 WASHBURN AVE,AGG. ASSAULT,O,OTHER,913,SOUTHERN,Brooklyn,"(39.2328800000, -76.5986300000)",1
09/24/2016,03:30:00,5C,LESTER MORTON CT,BURGLARY,I,,313,EASTERN,Gay Street,"(39.2987300000, -76.5971600000)",1
09/24/2016,03:50:00,4E,2600 MARYLAND AVE,COMMON ASSAULT,I,HANDS,512,NORTHERN,Charles Village,"(39.3199700000, -76.6184700000)",1
09/24/2016,04:15:00,4E,ST & E LOMBARD ST,COMMON ASSAULT,O,HANDS,111,CENTRAL,Inner Harbor,"(39.2877500000, -76.6136200000)",1
09/24/2016,04:20:00,4E,1700 PENNSYLVANIA AVE,COMMON ASSAULT,I,HANDS,123,CENTRAL,Upton,"(39.3040000000, -76.6352800000)",1
09/24/2016,04:30:00,4E,0 W CONWAY ST,COMMON ASSAULT,I,HANDS,113,CENTRAL,Downtown West,"(39.2842800000, -76.6154100000)",1
09/24/2016,04:45:00,6D,1900 GRIFFS AVE,LARCENY FROM AUTO,I,,831,SOUTHWESTERN,Morrell Park,"(39.2675600000, -76.6505000000)",1
09/24/2016,05:20:00,4E,3000 MCELDERRY ST,COMMON ASSAULT,I,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2980700000, -76.5742300000)",1
09/24/2016,07:09:00,4E,100 S GAY ST,COMMON ASSAULT,I,HANDS,112,CENTRAL,Inner Harbor,"(39.2876000000, -76.6087700000)",1
09/24/2016,07:09:00,4E,100 S GAY ST,COMMON ASSAULT,I,HANDS,112,CENTRAL,Inner Harbor,"(39.2876000000, -76.6087700000)",1
09/24/2016,08:00:40,2A,2400 ETTING ST,RAPE,I,OTHER,733,WESTERN,Penn North,"(39.3113700000, -76.6412500000)",1
09/24/2016,08:30:00,7A,2600 E HOFFMAN ST,AUTO THEFT,O,,332,EASTERN,Berea,"(39.3070100000, -76.5802900000)",1
09/24/2016,08:30:00,6D,6500 REISTERSTOWN RD,LARCENY FROM AUTO,O,,631,NORTHWESTERN,Reisterstown Station,"(39.3564700000, -76.7029700000)",1
09/24/2016,08:40:00,7A,2600 E FEDERAL ST,AUTO THEFT,O,,332,EASTERN,Berea,"(39.3090600000, -76.5809000000)",1
09/24/2016,09:15:00,6G,0 E 33RD ST,LARCENY,I,,512,NORTHERN,Charles Village,"(39.3280700000, -76.6167000000)",1
09/24/2016,09:30:00,6C,4600 LIBERTY HEIGHTS AVE,LARCENY,I,,622,NORTHWESTERN,Howard Park,"(39.3309600000, -76.6944700000)",1
09/24/2016,09:30:00,6D,500 N CHESTER ST,LARCENY FROM AUTO,O,,321,EASTERN,CARE,"(39.2970600000, -76.5877800000)",1
09/24/2016,09:45:00,5D,0 N FULTON AVE,BURGLARY,I,,711,WESTERN,Franklin Square,"(39.2890500000, -76.6452900000)",1
09/24/2016,09:47:00,7A,4600 WILMSLOW RD,AUTO THEFT,O,,541,NORTHERN,Evergreen,"(39.3472600000, -76.6286700000)",1
09/24/2016,09:54:00,4E,300 N EUTAW ST,COMMON ASSAULT,O,HANDS,111,CENTRAL,Downtown,"(39.2929800000, -76.6211900000)",1
09/24/2016,10:00:00,6E,5000 DENVIEW WAY,LARCENY,O,,444,NORTHEASTERN,Frankford,"(39.3248800000, -76.5333800000)",1
09/24/2016,10:00:00,7A,3500 JUNEWAY,AUTO THEFT,O,,432,NORTHEASTERN,Belair-Edison,"(39.3185400000, -76.5648000000)",1
09/24/2016,10:12:00,6C,6300 YORK RD,LARCENY,I,,522,NORTHERN,Lake Walker,"(39.3706700000, -76.6097700000)",1
09/24/2016,10:30:00,5D,500 N ATHOL AV,BURGLARY,I,,843,SOUTHWESTERN,Allendale,"(39.2919400000, -76.6892700000)",1
09/24/2016,10:30:00,6J,,LARCENY,I,,531,NORTHERN,,,1
09/24/2016,10:35:00,5D,1700 N CHARLES ST,BURGLARY,I,,141,CENTRAL,Charles North,"(39.3089700000, -76.6163800000)",1
09/24/2016,13:55:00,4C,1000 HIGNET WAY,AGG. ASSAULT,I,OTHER,433,NORTHEASTERN,Armistead Gardens,"(39.3046900000, -76.5473900000)",1
09/24/2016,13:55:00,4C,1000 HIGNET WAY,AGG. ASSAULT,I,OTHER,433,NORTHEASTERN,Armistead Gardens,"(39.3046900000, -76.5473900000)",1
09/24/2016,1309,1F,0 S CAREY ST,HOMICIDE,Outside,FIREARM,711,WESTERN,Franklin Square,"(39.2885000000, -76.6381800000)",1
09/24/2016,14:00:00,7A,1300 N ELLWOOOD AVE,AUTO THEFT,O,,332,EASTERN,Berea,"(39.3063900000, -76.5737700000)",1
09/24/2016,14:00:00,6D,4300 DAWN PL,LARCENY FROM AUTO,O,,822,SOUTHWESTERN,Uplands,"(39.2893100000, -76.6897100000)",1
09/24/2016,14:00:00,6D,3900 WOODLEA AVE,LARCENY FROM AUTO,I,,426,NORTHEASTERN,Waltherson,"(39.3379300000, -76.5590300000)",1
09/24/2016,14:17:00,3AF,4000 GLENGYLE AVE,ROBBERY - STREET,O,FIREARM,631,NORTHWESTERN,Fallstaff,"(39.3635500000, -76.7106900000)",1
09/24/2016,14:25:00,3K,200 N GILMOR ST,ROBBERY - RESIDENCE,I,,711,WESTERN,Franklin Square,"(39.2908900000, -76.6425600000)",1
09/24/2016,14:30:00,6D,0 W 24TH ST,LARCENY FROM AUTO,O,,514,NORTHERN,Old Goucher,"(39.3163500000, -76.6177100000)",1
09/24/2016,14:30:00,6D,4600 SCHENLEY RD,LARCENY FROM AUTO,I,,541,NORTHERN,Evergreen,"(39.3472600000, -76.6312200000)",1
09/24/2016,14:45:00,4B,400 CUMMINGS CT,AGG. ASSAULT,,KNIFE,123,CENTRAL,Upton,"(39.3008100000, -76.6254500000)",1
09/24/2016,14:45:00,4B,400 CUMMINGS CT,AGG. ASSAULT,I,KNIFE,123,CENTRAL,Upton,"(39.3008100000, -76.6254500000)",1
09/24/2016,14:54:00,4E,700 N DUNCAN ST,COMMON ASSAULT,I,HANDS,321,EASTERN,Middle East,"(39.2990700000, -76.5872400000)",1
09/24/2016,15:00:00,7A,1700 W BALTIMORE ST,AUTO THEFT,O,,711,WESTERN,Franklin Square,"(39.2883300000, -76.6439000000)",1
09/24/2016,15:00:00,5A,200 N LAKEWOOD AVE,BURGLARY,I,,221,SOUTHEASTERN,McElderry Park,"(39.2949000000, -76.5791900000)",1
09/24/2016,15:00:00,6F,1400 EASTERN AVE,LARCENY,O,,213,SOUTHEASTERN,Fells Point,"(39.2854000000, -76.5981700000)",1
09/24/2016,15:00:00,4E,1700 MCCULLOH ST,COMMON ASSAULT,I,HANDS,123,CENTRAL,Upton,"(39.3060000000, -76.6321100000)",1
09/24/2016,15:30:00,3B,2700 E BALTIMORE ST,ROBBERY - STREET,O,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2921500000, -76.5789100000)",1
09/24/2016,16:00:00,6F,100 W 39TH ST,LARCENY,I,,541,NORTHERN,Tuscany-Canterbury,"(39.3366100000, -76.6220400000)",1
09/24/2016,16:00:00,5A,100 N CHESTER ST,BURGLARY,I,,212,SOUTHEASTERN,Butcher's Hill,"(39.2938600000, -76.5875100000)",1
09/24/2016,16:30:00,7C,700 N FULTON AVE,AUTO THEFT,O,,722,WESTERN,Harlem Park,"(39.2966200000, -76.6457700000)",1
09/24/2016,16:30:00,5D,2200 WASHINGTON BLVD,BURGLARY,O,,831,SOUTHWESTERN,Morrell Park,"(39.2701000000, -76.6485000000)",1
09/24/2016,16:33:00,4B,1200 N CHESTER ST,AGG. ASSAULT,I,KNIFE,331,EASTERN,Broadway East,"(39.3049500000, -76.5882000000)",1
09/24/2016,17:00:00,6D,100 N PATTERSON PARK AVE,LARCENY FROM AUTO,O,,221,SOUTHEASTERN,Patterson Place,"(39.2933600000, -76.5847500000)",1
09/24/2016,17:00:00,6D,2500 SOUTHDENE AVE,LARCENY FROM AUTO,O,,923,SOUTHERN,Lakeland,"(39.2543600000, -76.6482200000)",1
09/24/2016,17:00:00,5A,2400 JEFFERSON ST,BURGLARY,I,,221,SOUTHEASTERN,McElderry Park,"(39.2966900000, -76.5824700000)",1
09/24/2016,17:00:00,5A,1300 CEDARCROFT RD,BURGLARY,I,,414,NORTHEASTERN,Idlewood,"(39.3691400000, -76.5882000000)",1
09/24/2016,17:00:00,5D,1600 SEXTON ST,BURGLARY,O,,831,SOUTHWESTERN,Morrell Park,"(39.2694100000, -76.6537500000)",1
09/24/2016,17:30:00,6J,0 BALTIMORE ST,LARCENY,O,,111,CENTRAL,Downtown,"(39.2895600000, -76.6149500000)",1
09/24/2016,17:30:00,6D,3800 SHANNON DR,LARCENY FROM AUTO,O,,432,NORTHEASTERN,Belair-Edison,"(39.3202000000, -76.5603300000)",1
09/24/2016,17:30:00,7A,5900 PLUMER AVE,AUTO THEFT,O,,445,NORTHEASTERN,Cedmont,"(39.3438600000, -76.5316100000)",1
09/24/2016,17:30:00,5A,3900 GARRISON BLVD,BURGLARY,I,,642,NORTHWESTERN,Callaway-Garrison,"(39.3332700000, -76.6829800000)",1
09/24/2016,17:30:00,7A,2800 PROSPECT ST,AUTO THEFT,O,,721,WESTERN,Mosher,"(39.2987000000, -76.6635000000)",1
09/24/2016,17:40:00,4B,3100 E MONUMENT ST,AGG. ASSAULT,O,KNIFE,323,EASTERN,Madison-Eastend,"(39.2992100000, -76.5734500000)",1
09/24/2016,17:49:00,3AF,1100 RAMBLEWOOD RD,ROBBERY - STREET,O,FIREARM,522,NORTHERN,Glen Oaks,"(39.3622600000, -76.5965300000)",1
09/24/2016,17:49:00,3AF,1100 RAMBLEWOOD RD,ROBBERY - STREET,O,FIREARM,522,NORTHERN,Glen Oaks,"(39.3622600000, -76.5965300000)",1
09/24/2016,18:00:00,7A,100 N CHARLES ST,AUTO THEFT,O,,111,CENTRAL,Downtown,"(39.2906100000, -76.6151700000)",1
09/24/2016,18:00:00,6D,100 N COLLINGTON AVE,LARCENY FROM AUTO,O,,212,SOUTHEASTERN,Butcher's Hill,"(39.2931800000, -76.5863400000)",1
09/24/2016,18:00:00,5A,400 S EAST AVE,BURGLARY,I,,231,SOUTHEASTERN,Highlandtown,"(39.2870700000, -76.5715900000)",1
09/24/2016,18:00:00,6J,400 ROSEBANK AVE,LARCENY,O,,523,NORTHERN,Rosebank,"(39.3628400000, -76.6121500000)",1
09/24/2016,18:00:00,6E,1500 SHIELDS PL,LARCENY,O,,123,CENTRAL,Upton,"(39.3014100000, -76.6347200000)",1
09/24/2016,18:00:00,6D,100 N COLLINGTON AVE,LARCENY FROM AUTO,O,,212,SOUTHEASTERN,Butcher's Hill,"(39.2931800000, -76.5863400000)",1
09/24/2016,18:04:00,6C,1300 W BALTIMORE ST,LARCENY,I,,711,WESTERN,Franklin Square,"(39.2885000000, -76.6390400000)",1
09/24/2016,18:10:00,4D,800 WILDWOOD PKWY,AGG. ASSAULT,O,HANDS,844,SOUTHWESTERN,Edmondson Village,"(39.2964800000, -76.6837600000)",1
09/24/2016,18:11:00,4C,700 W PATAPSCO AVE,AGG. ASSAULT,O,OTHER,922,SOUTHERN,Cherry Hill,"(39.2436200000, -76.6309900000)",1
09/24/2016,18:20:00,6C,1000 W 41ST ST,LARCENY,I,,541,NORTHERN,Hoes Heights,"(39.3375600000, -76.6347400000)",1
09/24/2016,18:20:00,3K,3500 ROUND RD,ROBBERY - RESIDENCE,I,,922,SOUTHERN,Cherry Hill,"(39.2425700000, -76.6229400000)",1
09/24/2016,18:30:00,6D,1700 E EAGER ST,LARCENY FROM AUTO,O,,321,EASTERN,Middle East,"(39.3018800000, -76.5933200000)",1
09/24/2016,18:30:00,6D,800 GEORGE ST,LARCENY FROM AUTO,O,,123,CENTRAL,Upton,"(39.2954400000, -76.6315000000)",1
09/24/2016,18:30:00,6D,3500 4TH ST,LARCENY FROM AUTO,O,,913,SOUTHERN,Brooklyn,"(39.2389600000, -76.6045900000)",1
09/24/2016,18:30:00,6C,6300 EASTERN AVE,LARCENY,I,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.2876100000, -76.5398200000)",1
09/24/2016,18:33:00,4A,600 S SMALLWOOD ST,AGG. ASSAULT,O,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2803300000, -76.6503300000)",1
09/24/2016,18:33:00,4A,600 S SMALLWOOD ST,AGG. ASSAULT,O,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2803300000, -76.6503300000)",1
09/24/2016,18:50:00,6C,4600 W NORTHERN PKWY,LARCENY,I,,622,NORTHWESTERN,Seton Business Park,"(39.3448300000, -76.7009600000)",1
09/24/2016,18:50:00,4E,1400 MOUNTMOR CT,COMMON ASSAULT,I,HANDS,743,WESTERN,Sandtown-Winchester,"(39.3047800000, -76.6444300000)",1
09/24/2016,1833,9S,600 S SMALLWOOD ST,SHOOTING,Outside,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2803300000, -76.6503300000)",1
09/24/2016,1833,9S,600 S SMALLWOOD ST,SHOOTING,Outside,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2803300000, -76.6503300000)",1
09/24/2016,1833,9S,600 S SMALLWOOD ST,SHOOTING,Outside,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2803300000, -76.6503300000)",1
09/24/2016,19:00:00,6D,300 E 22ND ST,LARCENY FROM AUTO,O,,341,EASTERN,Barclay,"(39.3143900000, -76.6122400000)",1
09/24/2016,19:00:00,3P,1600 PENNSYLVANIA AVE,ROBBERY - STREET,I,,123,CENTRAL,Upton,"(39.3029400000, -76.6338600000)",1
09/24/2016,19:00:00,7A,800 MCCULLOH ST,AUTO THEFT,O,,143,CENTRAL,Seton Hill,"(39.2987300000, -76.6230000000)",1
09/24/2016,19:00:00,4C,2700 EDMONDSON AVE,AGG. ASSAULT,I,OTHER,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2944800000, -76.6623500000)",1
09/24/2016,19:00:00,6D,1100 SCOTT ST,LARCENY FROM AUTO,O,,932,SOUTHERN,Washington Village/Pigtown,"(39.2799600000, -76.6287100000)",1
09/24/2016,19:29:00,3B,300 S HIGHLAND AVE,ROBBERY - STREET,O,,231,SOUTHEASTERN,Highlandtown,"(39.2884000000, -76.5691700000)",1
09/24/2016,19:40:00,3B,500 WARNER ST,ROBBERY - STREET,O,,941,SOUTHERN,Ridgely's Delight,"(39.2841300000, -76.6247800000)",1
